respondent_id,response_text
140716,"Immigration and boarder security, wokeness.. no issue with gay, lesbian, transgender but I am very much against men in women sports, inflation and national debt"
140717,Illegal Immigration
140718,Education access and mental health care access.
140719,"inflation, immigration, social security, mental health"
140720,Immigration        Liberal Judges       Piss Poor Politicians      Economy      Dept of ED
140721,"economy, inflation, crime"
140724,"illegal immigrants, cost of living higher than daily wages"
140725,MEXICAN BORDER NEEDS HELP.  IMMIGRATION ADMISSIONS ARE OUT OF CONTROL.
140726,PRICES  ON FOOD AND OTHER ITEMS
140727,The state of the economy for our future generations
140728,The Democrat Party
140730,illegals immigrants
140731,"Fascism, global warming, economic collapse, corruption, wealth inequality"
140732,"Authoritarianism, Church & State comingling, Ultra conservatism taking away our rights, sending us into a new dark age"
140734,growing polarization and divisiveness 
140736,"Immigration, The amount of people coming into our country is really more than we should let in.  Also the type of person is very scary as they do damage to our Americans, get deported and then come right back in again to do more damage."
140740,"Economy, women's rights, healthcare"
140741,immigration and inflation
140742,Worry of dictatorship
140743,threats to democracy
140744,"liberalism is a disease that was slowing killing our coutry, but it seems to be on the mend. "
140745,"Mental health, and our healthcare system. Inflation. Women's and trans rights."
140746,maintaining modern laws and rights for all under trump leadership 
140748,"Economy, Inflation, Liberals in general"
140749,not being unified 
140751,staying out of other countries business and try to not go to war
140752,the most important problem is inflation. 
140755,"immigration is number one legal and especially illegal. ban h1b1 visas. inflation, government spending, foreign aid, aipac, americas involvement in multiple wars ranging from Ukraine to Palestine. "
140756,"economy, cost of living"
140757,"Trump! To have a convicted criminal as the leader of the USA is absolutely disgusting! He is totally corrupt and classless, as is his family and should not be in office!!"
140759,Donald Trump and the republican cult. they are fascists
140760,Donald Trump who is not competent intelligently nor psychologically.  He is a sociopath and is only concerned about himself. I thought it was joke when I learned he was running for president the first time. 
140761,Federal deficit/debt
140762,Illegal immigrants and the cost and problems they cause
140766,The  National debt 
140767,economy.  Everything is too expensive.  I don't know how the government expects the average American household to live comfortably with the cost of everything.  Everything just keeps getting more expensive.
140769,"la migracion, la economÃ­a "
140771,Donald Trump tearing down democracy
140772,We are in so much trouble with just about everything coming down the road. The most important is saving our democracy.
140773,Donald Trump !!!!!
140774,"inflation, cost of goods going up drastically "
140775,The national debt
140778,"The border, and inflation "
140779,grocery prices and illegal immigration
140780,"Immagration  with the illegal people coming into our country.  If they come in legally and work, there's no problem"
140781,SK
140782,Gun control and the random shootings
140784,Donald Trump and his lies 
140785,"Poverty, Racism, Housing, Hunger"
140786,"Inflation, Boarder, Government spending, Over taxation "
140787,"immigration, ECONOMY"
140788,Inequalities and prejudice 
140789,debt is a major problem no help with people in America everyone is struggling or living pay check to pay check
